volcano_number,volcano_name_x,primary_volcano_type,last_eruption_year,country,region,subregion,latitude_x,longitude_x,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,volcano_name_y,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude_y,longitude_y
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19070,Confirmed Eruption,,,-2100.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19069,Confirmed Eruption,,,-2300.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19068,Confirmed Eruption,,,-2500.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19067,Confirmed Eruption,,4.0,-2530.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19066,Confirmed Eruption,,,-2650.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19065,Confirmed Eruption,,,-2900.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19064,Confirmed Eruption,,,-2950.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19063,Confirmed Eruption,,5.0,-3200.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19062,Confirmed Eruption,,,-3400.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19061,Confirmed Eruption,,,-3500.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19060,Confirmed Eruption,,,-3700.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19059,Confirmed Eruption,,4.0,-3790.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19058,Confirmed Eruption,,,-4050.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19057,Confirmed Eruption,,,-4200.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19056,Confirmed Eruption,,,-4250.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19055,Confirmed Eruption,,5.0,-4340.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19054,Confirmed Eruption,,,-4400.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19053,Confirmed Eruption,,4.0,-4460.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19052,Confirmed Eruption,,4.0,-4550.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19051,Confirmed Eruption,,,-5450.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19050,Confirmed Eruption,,,-5500.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19049,Confirmed Eruption,,,-5600.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19048,Confirmed Eruption,,,-5700.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19047,Confirmed Eruption,,5.0,-5980.0,0.0,0.0,Radiocarbon (corrected),,,,53.256,158.836
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,0,0,180016,270205,Avachinsky,19046,Confirmed Eruption,,,-6100.0,0.0,0.0,Tephrochronology,,,,53.256,158.836
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,21092,Confirmed Eruption,NE flank,0.0,2015.0,4.0,23.0,Seismicity,2015.0,5.0,24.0,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20921,Confirmed Eruption,E caldera rim to 10 km S,0.0,2011.0,4.0,6.0,Historical Observations,2011.0,4.0,12.0,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20713,Confirmed Eruption,South end of Axial caldera,0.0,1998.0,1.0,25.0,Historical Observations,1998.0,2.0,5.0,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20922,Confirmed Eruption,,0.0,1976.0,1.0,1.0,Historical Observations,1982.0,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20923,Confirmed Eruption,East-central caldera floor,0.0,1650.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20924,Confirmed Eruption,East caldera rim,0.0,1400.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20925,Confirmed Eruption,NW caldera floor,0.0,1300.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20926,Confirmed Eruption,NE caldera floor and rim,0.0,1260.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20927,Confirmed Eruption,South caldera floor,0.0,1230.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20928,Confirmed Eruption,West caldera rim,,1000.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20929,Confirmed Eruption,West caldera rim,0.0,800.0,,,Radiocarbon (corrected),,,,45.95,-130.0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130.0,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0,Axial Seamount,20930,Confirmed Eruption,East caldera rim,0.0,410.0,,,Radiocarbon (corrected),,,,45.95,-130.0
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11720,Confirmed Eruption,Summit and SE flank,1.0,2008.0,5.0,29.0,Historical Observations,2008.0,6.0,17.0,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11729,Confirmed Eruption,"N & W caldera floor, SE flank (630-680 m)",1.0,1998.0,9.0,15.0,Historical Observations,1998.0,10.0,21.0,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11728,Confirmed Eruption,East flank (300 m) and summit,2.0,1979.0,1.0,29.0,Historical Observations,1979.0,3.0,4.0,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11727,Uncertain Eruption,North flank?,,1968.0,6.0,12.0,,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11726,Confirmed Eruption,East flank,2.0,1959.0,6.0,29.0,Historical Observations,1959.0,7.0,31.0,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11725,Confirmed Eruption,,,1951.0,7.0,2.0,Historical Observations,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11724,Confirmed Eruption,,0.0,1949.0,0.0,0.0,Historical Observations,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11723,Confirmed Eruption,,0.0,1948.0,6.0,30.0,Historical Observations,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11722,Confirmed Eruption,Caldera ring fracture,3.0,1943.0,4.0,13.0,Historical Observations,1943.0,5.0,11.0,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11719,Confirmed Eruption,East flank (Cerro de Las Animas),0.0,1940.0,0.0,0.0,Historical Observations,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11718,Confirmed Eruption,,1.0,1932.0,0.0,0.0,Historical Observations,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11717,Confirmed Eruption,,,1850.0,0.0,0.0,Surface Exposure,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11716,Confirmed Eruption,,0.0,1250.0,0.0,0.0,Surface Exposure,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11715,Confirmed Eruption,,0.0,-550.0,0.0,0.0,Surface Exposure,,,,-0.92,-91.408
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,220,220,314,1936,"Azul, Cerro",11714,Confirmed Eruption,,0.0,-950.0,0.0,0.0,Surface Exposure,,,,-0.92,-91.408
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,9,158,3832,720948,"Azul, Cerro",11960,Confirmed Eruption,Quizapu,2.0,1967.0,8.0,9.0,Historical Observations,,,,-35.653,-70.761
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,9,158,3832,720948,"Azul, Cerro",11959,Confirmed Eruption,Quizapu,2.0,1949.0,4.0,15.0,Historical Observations,,,,-35.653,-70.761
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,9,158,3832,720948,"Azul, Cerro",11958,Confirmed Eruption,Quizapu,2.0,1933.0,0.0,0.0,Historical Observations,1938.0,7.0,25.0,-35.653,-70.761
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,9,158,3832,720948,"Azul, Cerro",11957,Confirmed Eruption,Quizapu,5.0,1916.0,0.0,0.0,Historical Observations,1932.0,4.0,21.0,-35.653,-70.761
